tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,SeniorCitizen,Partner,Dependents,Churn
0,926.03,21.25,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,1
7,982.06,6958.22,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
21,1416.96,29806.54,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,1
1,460.73,577.75,One year,DSL,No,No,Bank transfer,0,No,Yes,1
16,942.09,15040.6,One year,No,Yes,Yes,Mailed check,1,No,Yes,0
21,522.09,11047.61,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,1
9,966.65,8660.35,Two year,DSL,Yes,No,Bank transfer,0,No,No,0
35,524.39,18371.47,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,Yes,1
2,674.79,1386.2,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,1
1,711.47,685.93,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
31,1092.75,33879.49,One year,Fiber optic,No,Yes,Credit card,0,No,Yes,1
16,1075.54,17254.1,Two year,Fiber optic,No,Yes,Credit card,0,Yes,Yes,0
27,426.28,11474.18,Month-to-month,Fiber optic,Yes,Yes,Mailed check,1,Yes,No,1
13,816.48,10697.71,One year,No,Yes,Yes,Bank transfer,0,No,Yes,0
6,587.13,3453.53,One year,Fiber optic,Yes,No,Electronic check,0,No,No,1
41,422.45,17417.37,Two year,No,No,Yes,Mailed check,0,No,Yes,0
38,734.89,27976.07,Month-to-month,DSL,No,No,Credit card,0,No,No,0
28,707.46,19804.26,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,0
7,1528.01,10675.97,One year,DSL,No,Yes,Electronic check,0,No,No,0
21,929.89,19502.3,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,No,1
10,386.71,3860.36,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,1
2,630.57,1258.71,Month-to-month,DSL,No,Yes,Mailed check,0,No,Yes,1
59,1106.41,65341.25,One year,DSL,No,Yes,Credit card,0,Yes,No,0
3,1426.53,4378.03,Two year,No,No,Yes,Electronic check,0,No,No,1
72,324.21,23352.73,One year,DSL,No,Yes,Mailed check,0,Yes,No,0
14,236.02,3262.04,One year,Fiber optic,Yes,No,Bank transfer,1,No,No,1
4,1361.29,5417.87,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,Yes,1
18,916.88,16494.76,Month-to-month,No,No,No,Bank transfer,0,Yes,No,0
49,539.51,26384.59,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
31,960.39,29713.1,Month-to-month,DSL,No,Yes,Electronic check,1,Yes,No,0
39,200.0,7904.86,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
25,801.01,20040.45,Month-to-month,No,No,No,Credit card,1,No,Yes,0
28,898.35,25112.04,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,No,0
45,1077.28,48518.48,Month-to-month,DSL,No,Yes,Credit card,0,No,No,0
6,495.83,2916.07,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
16,825.71,13156.5,Month-to-month,No,Yes,Yes,Bank transfer,0,No,No,0
6,522.37,3094.08,Month-to-month,No,No,Yes,Mailed check,0,Yes,No,1
72,876.62,63199.01,Two year,No,No,Yes,Credit card,0,Yes,Yes,0
69,531.4,36653.69,Two year,DSL,Yes,No,Bank transfer,1,Yes,No,0
0,677.57,0.0,One year,DSL,No,Yes,Bank transfer,0,No,No,0
29,501.26,14596.91,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,1
62,995.34,61695.82,One year,No,Yes,No,Mailed check,0,No,No,0
4,1057.54,4137.67,Two year,DSL,No,Yes,Mailed check,0,No,No,0
20,729.61,14576.44,One year,DSL,No,Yes,Credit card,0,No,Yes,0
59,811.47,47902.86,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,1
0,365.42,20.2,One year,DSL,No,No,Electronic check,0,Yes,No,1
28,710.1,19972.64,Two year,Fiber optic,No,No,Mailed check,0,No,No,0
8,784.94,6236.87,One year,Fiber optic,No,Yes,Electronic check,1,No,No,1
61,1586.24,96762.85,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,0
72,466.41,33546.53,Month-to-month,Fiber optic,No,Yes,Credit card,1,No,No,1
69,1239.25,85431.36,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,0
15,1099.06,16530.14,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
47,884.19,41580.14,One year,Fiber optic,No,Yes,Credit card,0,No,No,0
44,1327.59,58427.97,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,0
9,911.63,8226.02,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
42,916.75,38469.13,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
0,784.06,0.0,Month-to-month,DSL,Yes,No,Credit card,0,No,No,1
21,1167.07,24510.37,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,Yes,1
6,1128.94,6831.71,One year,DSL,No,No,Mailed check,1,Yes,No,0
3,612.3,1917.29,One year,Fiber optic,No,Yes,Electronic check,0,No,No,1
1,404.23,444.0,Month-to-month,No,No,Yes,Mailed check,0,No,Yes,1
28,739.11,20696.42,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,1
9,559.99,5053.39,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,1
30,780.94,23428.86,Two year,Fiber optic,No,Yes,Credit card,0,No,No,0
1,1171.23,1119.93,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,Yes,0
9,662.81,5966.52,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,1
18,787.15,14102.01,Month-to-month,DSL,Yes,No,Mailed check,0,No,No,0
37,817.41,30237.85,One year,DSL,No,Yes,Credit card,0,No,No,1
9,1054.53,9572.57,Two year,Fiber optic,No,No,Electronic check,0,No,Yes,0
23,200.0,4641.14,Two year,No,No,Yes,Credit card,0,No,Yes,0
52,617.99,32089.32,One year,DSL,No,Yes,Electronic check,0,Yes,No,0
22,863.39,18990.85,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,Yes,0
6,1160.02,6918.42,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,1
0,652.43,0.0,Month-to-month,DSL,Yes,No,Bank transfer,0,No,No,1
48,237.03,11429.7,Month-to-month,No,No,Yes,Credit card,0,No,No,1
0,985.91,32.65,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,1
49,609.39,29984.38,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,No,0
18,443.1,8035.42,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,Yes,1
67,612.7,41060.86,Two year,Fiber optic,No,No,Credit card,0,Yes,No,0
38,744.64,28330.27,One year,Fiber optic,No,No,Electronic check,0,No,No,0
72,618.58,44527.39,Two year,Fiber optic,No,No,Credit card,0,No,No,0
10,200.0,1943.62,One year,Fiber optic,No,Yes,Mailed check,0,Yes,No,1
34,1069.12,36415.36,Month-to-month,DSL,Yes,No,Electronic check,1,Yes,No,0
12,1182.46,14240.0,One year,Fiber optic,No,No,Bank transfer,1,Yes,Yes,0
15,995.46,14919.8,Month-to-month,Fiber optic,No,Yes,Electronic check,1,No,No,0
23,458.69,10563.67,One year,No,No,No,Mailed check,1,No,No,0
49,739.55,36300.12,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,0
72,798.04,57501.46,Two year,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,0
35,979.64,34214.19,Month-to-month,DSL,No,No,Bank transfer,0,No,Yes,1
12,1000.5,12018.21,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,1
13,579.75,7528.34,Two year,Fiber optic,No,No,Mailed check,0,No,No,0
32,824.6,26442.81,Month-to-month,No,No,Yes,Mailed check,0,No,No,1
6,937.18,5674.66,One year,No,No,Yes,Electronic check,0,No,No,1
2,1236.75,2539.42,One year,DSL,No,Yes,Mailed check,0,No,No,1
10,1011.35,10057.62,Two year,No,No,Yes,Credit card,0,No,Yes,1
8,1036.72,8254.53,Two year,DSL,No,No,Credit card,0,No,No,0
8,825.15,6656.89,Two year,Fiber optic,No,Yes,Electronic check,1,No,No,0
6,1223.14,7309.24,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,No,1
1,922.93,846.86,Two year,DSL,Yes,Yes,Credit card,1,No,No,0
0,541.67,26.63,One year,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,1
72,1221.01,87885.43,One year,DSL,No,No,Mailed check,0,Yes,No,0
13,1009.37,13211.31,Month-to-month,DSL,No,Yes,Credit card,0,No,Yes,0
11,667.09,7352.76,One year,Fiber optic,No,No,Electronic check,0,Yes,No,1
27,656.15,17724.12,Two year,Fiber optic,No,No,Mailed check,0,Yes,Yes,0
5,888.97,4426.4,Two year,No,Yes,No,Credit card,0,Yes,No,0
71,938.96,66745.38,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,Yes,0
37,859.19,31807.87,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,No,No,1
2,893.39,1766.36,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
12,1309.99,15680.14,Two year,DSL,Yes,No,Electronic check,0,Yes,No,0
50,1121.46,56069.47,One year,DSL,Yes,No,Bank transfer,0,No,No,0
69,857.19,59097.27,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,0
15,1082.39,16287.34,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,0
22,490.24,10694.93,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,1
4,919.38,3670.54,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
72,1342.79,96711.52,Two year,Fiber optic,No,No,Electronic check,0,Yes,No,0
6,734.59,4424.62,One year,DSL,No,No,Electronic check,0,No,No,0
68,545.71,37072.4,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,0
25,604.37,15142.35,Month-to-month,No,Yes,No,Mailed check,0,No,Yes,0
22,473.11,10364.12,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,1
17,564.57,9596.6,Two year,No,No,Yes,Credit card,0,Yes,Yes,0
6,688.85,4165.68,Month-to-month,DSL,Yes,No,Mailed check,0,No,No,0
4,378.33,1536.47,Month-to-month,No,No,No,Mailed check,0,No,No,1
5,804.69,3989.68,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,1
4,1070.68,4342.61,One year,DSL,No,Yes,Electronic check,1,Yes,No,0
36,527.67,19000.57,One year,No,Yes,Yes,Electronic check,0,No,No,0
10,1255.79,12595.0,One year,DSL,No,No,Credit card,0,No,No,1
1,953.24,1029.69,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,Yes,1
72,1109.17,79916.42,Month-to-month,DSL,No,No,Electronic check,1,No,Yes,0
51,602.65,30791.14,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,No,1
63,1056.36,66560.16,One year,No,Yes,No,Mailed check,0,No,No,0
72,472.42,34053.92,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,0
4,1067.07,4278.98,One year,Fiber optic,No,No,Electronic check,0,Yes,No,1
12,851.55,10158.16,Two year,DSL,No,Yes,Mailed check,0,Yes,No,0
34,965.98,32858.3,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,0
28,447.32,12537.82,Month-to-month,DSL,Yes,Yes,Electronic check,0,Yes,No,1
4,531.48,2155.1,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,1
40,979.17,39160.34,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,0
6,515.5,3054.9,One year,DSL,Yes,Yes,Credit card,0,Yes,Yes,1
6,938.96,5666.6,Two year,No,No,Yes,Electronic check,0,No,Yes,0
18,389.86,6951.79,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,1
21,1054.45,22216.44,Month-to-month,DSL,No,Yes,Mailed check,1,No,No,0
20,430.24,8593.29,Two year,Fiber optic,No,No,Bank transfer,0,Yes,Yes,0
2,965.69,1943.66,Two year,DSL,No,Yes,Electronic check,0,Yes,No,0
50,987.69,49412.39,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,Yes,0
7,590.97,4166.31,One year,No,No,No,Electronic check,1,No,No,0
3,974.61,2853.37,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,0
52,878.13,45704.1,Month-to-month,No,No,Yes,Mailed check,0,Yes,No,0
72,638.35,45976.17,Two year,Fiber optic,Yes,Yes,Electronic check,1,No,No,0
47,497.43,23347.62,Two year,DSL,No,Yes,Credit card,0,No,Yes,0
39,211.21,8199.8,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,0
25,904.9,22605.67,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,Yes,1
19,330.56,6215.69,Two year,Fiber optic,No,Yes,Mailed check,0,Yes,Yes,0
2,828.6,1743.32,Month-to-month,No,No,No,Mailed check,0,No,Yes,1
12,720.97,8725.89,Month-to-month,Fiber optic,No,Yes,Electronic check,1,No,No,1
11,1003.74,11063.76,Month-to-month,No,Yes,Yes,Credit card,1,No,No,1
7,709.39,4954.53,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,1
30,701.17,21025.11,One year,Fiber optic,Yes,No,Electronic check,0,No,No,0
16,1019.56,16350.88,One year,Fiber optic,No,No,Electronic check,0,No,Yes,0
2,900.52,1888.93,Month-to-month,DSL,Yes,No,Electronic check,1,Yes,No,1
5,894.85,4445.71,Month-to-month,No,No,No,Bank transfer,0,No,No,1
27,940.78,25345.19,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,1
1,339.33,416.71,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,No,0
45,1027.04,46127.29,One year,DSL,No,No,Bank transfer,0,Yes,Yes,0
16,983.74,15689.42,Two year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,0
15,495.0,7412.58,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,0
21,726.78,15184.27,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,Yes,0
41,788.21,32372.13,One year,Fiber optic,No,No,Mailed check,0,Yes,Yes,0
10,759.65,7639.35,Two year,DSL,No,No,Mailed check,0,No,No,0
27,900.16,24275.53,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,No,1
20,1229.41,24652.18,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,0
7,1124.53,7944.17,One year,DSL,No,Yes,Bank transfer,0,No,No,0
50,406.33,20311.05,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,No,No,1
38,986.62,37469.06,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,0
25,1198.68,30079.98,One year,DSL,No,Yes,Bank transfer,0,No,No,0
45,916.04,41257.97,One year,DSL,No,Yes,Mailed check,0,Yes,No,0
48,1127.29,54122.93,One year,Fiber optic,Yes,No,Bank transfer,0,No,Yes,0
29,1403.68,40774.93,One year,DSL,Yes,Yes,Mailed check,0,Yes,Yes,0
43,1107.11,47620.95,One year,DSL,Yes,Yes,Electronic check,0,Yes,No,1
28,874.79,24468.91,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,No,1
27,1113.53,30069.22,Month-to-month,No,Yes,Yes,Bank transfer,0,No,Yes,1
23,843.47,19451.66,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,0
33,807.17,26537.03,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
4,694.58,2763.9,One year,Fiber optic,No,No,Mailed check,0,Yes,No,0
51,1269.02,64789.38,Two year,Fiber optic,Yes,No,Mailed check,1,No,No,0
49,554.47,27143.51,Two year,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
0,1259.71,77.31,One year,Fiber optic,No,Yes,Electronic check,0,No,No,1
41,949.96,39019.07,Month-to-month,DSL,No,No,Bank transfer,0,No,No,0
3,380.21,1137.35,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,1
9,910.29,8164.23,Two year,Fiber optic,Yes,No,Bank transfer,0,No,Yes,0
32,200.0,6385.63,One year,Fiber optic,Yes,No,Bank transfer,0,No,No,0
4,987.65,4083.84,One year,Fiber optic,No,No,Mailed check,0,No,No,1
40,1065.57,42716.5,One year,DSL,No,Yes,Credit card,0,Yes,No,0
42,622.29,26142.58,One year,Fiber optic,Yes,Yes,Mailed check,0,No,No,1
16,837.06,13362.62,Two year,Fiber optic,Yes,No,Electronic check,0,No,Yes,0
0,1386.25,5.85,Month-to-month,No,No,No,Credit card,0,No,Yes,1
8,648.28,5198.4,One year,DSL,No,Yes,Credit card,0,No,No,0
23,482.33,11031.37,Two year,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
72,1244.5,89607.93,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,0
23,1388.78,32007.97,One year,No,No,Yes,Electronic check,0,No,No,0
7,801.11,5517.79,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,1
24,1103.44,26523.86,Two year,Fiber optic,No,Yes,Credit card,1,No,Yes,0
18,1202.44,21712.71,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,0
36,577.25,20753.14,One year,Fiber optic,No,Yes,Mailed check,0,No,No,0
2,654.41,1393.53,Month-to-month,No,Yes,No,Credit card,0,Yes,No,1
34,1169.26,39720.4,One year,DSL,No,Yes,Mailed check,1,No,Yes,0
18,1305.5,23521.13,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,1
72,968.86,69742.89,Month-to-month,No,No,Yes,Credit card,0,No,No,0
10,536.06,5345.21,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,Yes,1
24,1396.12,33475.98,Two year,Fiber optic,No,Yes,Credit card,0,No,No,0
64,640.71,41040.29,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,0
2,699.46,1441.36,Month-to-month,DSL,No,No,Credit card,0,No,Yes,1
66,902.7,59575.07,One year,Fiber optic,No,Yes,Electronic check,0,No,No,0
27,1266.25,34120.7,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,Yes,No,0
1,1056.19,1076.35,Two year,DSL,Yes,No,Credit card,0,No,No,0
8,924.46,7416.78,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
29,938.99,27219.77,One year,No,No,No,Credit card,1,No,No,0
1,813.05,906.42,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,Yes,1
20,967.44,19270.64,Month-to-month,No,No,Yes,Electronic check,0,Yes,Yes,1
10,200.0,1889.14,One year,DSL,No,No,Bank transfer,0,No,Yes,0
23,711.02,16316.87,One year,Fiber optic,No,No,Electronic check,0,Yes,No,0
1,872.4,907.92,One year,No,No,Yes,Bank transfer,0,Yes,No,0
49,454.7,22227.3,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
72,915.9,65895.54,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,Yes,No,0
72,738.66,53230.97,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,0
33,1326.64,43802.34,Two year,DSL,No,No,Electronic check,0,No,Yes,0
3,1271.91,3834.57,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,0
34,660.26,22487.85,Month-to-month,No,No,Yes,Credit card,0,No,No,0
0,754.75,0.0,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,1
0,777.82,0.0,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,0
9,664.5,6021.01,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
16,858.51,13668.88,Two year,DSL,No,Yes,Mailed check,0,Yes,No,0
35,572.52,19930.9,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,1
27,460.82,12420.35,Two year,Fiber optic,Yes,No,Bank transfer,0,No,No,0
14,986.81,13861.93,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,1
7,988.86,6934.79,One year,Fiber optic,No,Yes,Credit card,0,No,Yes,0
72,558.71,40269.64,Two year,No,No,Yes,Credit card,0,Yes,No,0
13,1068.61,13791.07,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,1
14,610.53,8563.15,Two year,Fiber optic,No,Yes,Electronic check,1,No,Yes,0
4,875.95,3536.49,Month-to-month,DSL,Yes,No,Credit card,0,No,No,1
38,1046.1,39684.38,Two year,Fiber optic,Yes,Yes,Electronic check,1,No,Yes,0
28,789.92,22160.76,One year,DSL,No,Yes,Electronic check,0,Yes,No,0
5,936.42,4676.54,Month-to-month,No,No,Yes,Electronic check,1,Yes,Yes,1
2,645.07,1443.71,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,1
27,741.06,19899.76,Month-to-month,No,Yes,No,Credit card,0,Yes,No,0
25,738.24,18524.51,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
7,576.03,4012.48,Month-to-month,No,No,Yes,Electronic check,0,No,Yes,1
72,746.97,53700.82,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,0
3,335.41,979.9,Month-to-month,No,No,No,Bank transfer,0,Yes,Yes,1
13,652.65,8498.37,One year,DSL,No,Yes,Electronic check,0,Yes,No,0
69,714.54,49354.95,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,0
13,723.15,9487.0,Month-to-month,No,Yes,Yes,Credit card,1,No,Yes,0
24,727.55,17532.31,One year,DSL,No,Yes,Credit card,0,No,No,1
12,781.47,9329.38,Month-to-month,DSL,No,Yes,Credit card,0,Yes,Yes,1
7,943.83,6663.34,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,Yes,1
72,1062.36,76509.13,Month-to-month,No,Yes,Yes,Electronic check,0,No,No,0
12,605.07,7228.12,Two year,Fiber optic,Yes,Yes,Electronic check,0,No,No,0
53,439.04,23258.51,Two year,Fiber optic,Yes,No,Electronic check,0,No,No,0
6,487.39,2888.83,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
5,653.84,3271.05,One year,DSL,No,Yes,Credit card,1,Yes,No,1
0,694.42,0.0,Month-to-month,No,No,Yes,Credit card,0,Yes,No,1
25,569.0,14173.63,One year,DSL,No,Yes,Bank transfer,0,No,No,0
11,411.17,4546.77,One year,Fiber optic,No,No,Electronic check,0,Yes,No,1
47,663.16,31200.13,One year,No,No,No,Credit card,0,No,No,0
15,854.43,12807.04,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,0
72,978.51,70521.02,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,0
4,632.77,2518.07,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,1
48,676.1,32437.69,Two year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,0
35,521.99,18302.69,One year,DSL,Yes,Yes,Electronic check,0,Yes,No,0
35,790.57,27663.27,Two year,Fiber optic,No,Yes,Bank transfer,1,No,No,0
44,545.47,24004.98,Two year,DSL,No,No,Bank transfer,0,No,No,0
34,971.94,32919.88,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,1
23,264.24,6078.36,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
3,692.11,1984.97,One year,DSL,No,Yes,Credit card,0,No,No,0
0,890.33,0.0,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,0
60,855.15,51242.26,Two year,DSL,Yes,Yes,Bank transfer,0,Yes,No,0
23,1607.91,36929.8,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,0
38,904.94,34360.28,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
15,498.78,7457.43,One year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,0
2,771.36,1575.94,Month-to-month,DSL,No,No,Electronic check,0,No,Yes,1
3,267.13,812.5,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
27,775.82,20852.09,Two year,DSL,Yes,Yes,Electronic check,1,Yes,No,0
13,550.08,7155.25,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,0
5,1074.62,5389.0,One year,DSL,Yes,No,Electronic check,0,No,Yes,0
16,635.14,10145.78,Month-to-month,No,No,No,Credit card,0,No,No,1
1,764.97,761.93,Month-to-month,No,Yes,No,Electronic check,0,Yes,No,1
20,609.33,12196.17,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,1
7,1321.66,9289.82,One year,Fiber optic,No,No,Electronic check,0,No,No,1
38,703.63,26659.09,Two year,DSL,Yes,Yes,Mailed check,0,No,No,0
8,1349.77,10785.92,Two year,Fiber optic,No,Yes,Electronic check,0,Yes,No,0
14,1044.25,14694.85,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,1
0,944.62,70.83,Two year,Fiber optic,No,Yes,Credit card,0,Yes,No,0
1,910.62,953.17,One year,Fiber optic,Yes,No,Mailed check,0,Yes,No,0
11,918.14,10126.37,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,1
15,221.7,3408.21,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,1
21,716.33,15138.93,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,1
8,1053.55,8421.93,Two year,Fiber optic,Yes,Yes,Electronic check,0,No,No,0
28,785.33,21940.79,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,1
47,378.44,17773.31,One year,Fiber optic,No,Yes,Credit card,0,No,No,0
36,784.28,28388.87,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,0
0,1311.23,0.0,One year,DSL,No,Yes,Credit card,1,Yes,No,0
15,1174.07,17587.49,Month-to-month,DSL,No,No,Credit card,1,No,No,0
2,781.4,1492.16,Month-to-month,DSL,No,Yes,Credit card,0,No,No,1
6,1085.43,6518.85,One year,DSL,No,Yes,Mailed check,1,No,No,0
72,690.05,49623.31,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,0
3,288.84,861.08,Two year,No,No,No,Credit card,0,Yes,No,0
16,522.66,8265.06,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,1
23,1268.87,29214.81,One year,Fiber optic,No,Yes,Credit card,0,Yes,Yes,0
29,717.8,20877.38,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,0
19,726.98,13793.51,One year,No,No,No,Mailed check,0,Yes,Yes,0
0,710.05,0.0,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,1
9,1371.24,12333.0,Month-to-month,No,No,No,Electronic check,0,Yes,No,0
17,1287.79,21901.44,Two year,Fiber optic,No,No,Electronic check,0,Yes,No,0
2,1465.63,2929.36,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,0
10,752.29,7561.27,Two year,No,Yes,Yes,Electronic check,0,No,Yes,1
0,888.69,61.65,Two year,DSL,No,Yes,Bank transfer,0,Yes,No,1
1,345.01,304.3,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,Yes,No,0
12,1243.08,14901.5,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,0
3,449.67,1394.08,One year,DSL,No,Yes,Electronic check,0,Yes,No,0
20,865.03,17229.57,Two year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,0
28,470.81,13084.12,Two year,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,0
38,623.34,23698.23,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,1
5,548.82,2768.92,One year,DSL,No,No,Credit card,0,Yes,No,0
4,617.64,2434.43,Month-to-month,No,No,Yes,Credit card,0,Yes,No,1
2,638.26,1247.59,Two year,DSL,No,Yes,Bank transfer,1,No,Yes,0
24,635.52,15214.46,Two year,DSL,No,Yes,Credit card,0,Yes,No,0
